id,source,content,char len
38cfb358-33d5-4eee-8f2f-7c8c6726f9a9,Phone,"Hi, this is Olivia Wang DDS from AT&T. We've detected unauthorized usage on your bank account. Please verify your your credit card number.",138
7bd2bae0-f211-4920-ae08-e1d380c17e5d,Phone,"Attention: Your car registration is expired. To avoid fines, please call our office with your driver's license number.",118
247d2bb9-bac5-4348-a880-a9e46c6967b1,Phone,Urgent: Your email account has been compromised. Please call us back immediately at 001-969-873-0838 to secure your funds.,122
cd6af8bd-dea0-4ec7-ac47-e79f5476436d,Phone,Hello! We're conducting a market research for new exclusive offers. Your input is valuable. Please answer a few questions to participate.,137
85054eb3-b275-4d74-ba56-4b3689fe89a6,Phone,This is Agent from Global Tech. We've detected a virus infection on your device. Please grant us remote access to fix the issue.,128
369d52c7-82b5-468b-bb10-144a164b53ca,Phone,"Attention: Your motorcycle registration is expired. To avoid fines, please call our office with your driver's license number.",125
d8f30461-dee8-491f-a4a0-dcb8bc1a5b99,Phone,"Attention: Your vehicle registration is expired. To avoid fines, please call our office with your vehicle identification number (VIN).",134
49a0e1cb-63ff-4fd0-897f-f48337bbb6c3,Phone,"Emergency: Your identity has been compromised. To protect yourself, please provide your contact details.",104
cd6a5225-4e21-4a45-8224-53e4e41840ca,Phone,Urgent: Your social media account has been compromised. Please call us back immediately at (409)978-2076 to secure your funds.,126
a2fc8715-8e3e-48fe-a36f-a2f260fdb912,Phone,"Hello, you've been selected for a complimentary access of our mobile service. To activate, please enter your full name and date of birth.",137
a8da9343-7cf0-4b0b-a6e6-0eea7e792b2d,Phone,Hello! We're conducting a survey for new financial products. Your input is valuable. Please answer a few questions to participate.,130
3991ae0b-c861-45e8-b96d-0aa6b01182d4,Phone,"Emergency: Your personal identity has been compromised. To protect yourself, please provide your personal information.",118
a168e1ff-c409-45f3-938e-e996ea1865c8,Phone,Urgent: Your email account has been compromised. Please call us back immediately at 5475229515 to secure your funds.,116
05b372b8-b09a-47d5-9c04-8c47ac21e1e0,Phone,"Attention: Your vehicle registration is expired. To avoid fines, please call our office with your driver's license number.",122
b7140d13-a23f-441e-b8dc-02b08b787fb2,Phone,"Hello, you've been selected for a complimentary access of our bank account. To activate, please enter your full name and date of birth.",135
13272fa3-412a-4a18-b444-5237c0130f55,Phone,"Attention: Your vehicle registration is expired. To avoid fines, please call our office with your vehicle identification number (VIN).",134
f805f120-9fc2-4885-b91d-cef5f08a87b8,Phone,"Emergency: Your identity has been compromised. To protect yourself, please provide your personal information.",109
d7cbd20a-d0f5-4c2f-9619-d42217d4d736,Phone,"Dear Victoria, there's been unusual activity on your credit card. Please verify your identity by providing your security questions.",131
4fa58587-a945-4526-81a1-bfd5d1144eca,Phone,"Hello, this is Patrick Joseph from Mobile Provider. Your mobile service has been flagged for suspicious activity. Please provide your your account details to resolve this.",171
7ae5d67a-03cc-4b08-a1b9-f99c95f2c854,Phone,"Hi, this is Olivia Wang DDS from T-Mobile. We've detected unauthorized usage on your social media account. Please verify your your account details.",147
c194fb5d-004f-45f1-9cb1-374eb8890603,Phone,"Dear Heather, there's been unusual activity on your email account. Please verify your identity by providing your security questions.",132
6f2353cc-657f-460e-b1d8-8392b6e90e6a,Phone,"Dear Carla, there's been unusual activity on your bank account. Please verify your identity by providing your password.",119
10c7e90a-f986-4746-bbf3-32f7621b03ab,Phone,"Hello, you've been selected for a free trial of our bank account. To activate, please enter your personal information.",118
d299a65e-7b46-42ac-99b6-5d000641fd8a,Phone,Hello! We're conducting a market research for new exclusive offers. Your input is valuable. Please answer a few questions to participate.,137
a6efdf17-61d6-4517-a464-f0f77b3faf15,Phone,"Hello, this is Olivia Wang DDS from Bank Security. Your bank account has been flagged for unauthorized access. Please provide your your Social Security Number (SSN) to resolve this.",181
b4dd18e9-713b-4c2c-9c2a-2a39c77ce5d1,Phone,"Dear Amy, there's been unusual activity on your bank account. Please verify your identity by providing your security questions.",127
cedf7967-4f21-4b4e-987a-1bfbb712c6bf,Phone,"Hi, this is Rachel Russo from T-Mobile. We've detected unauthorized usage on your bank account. Please verify your your account details.",136
c08beaee-eeac-419a-9b45-725fb653c3a0,Phone,Urgent: Your email account has been compromised. Please call us back immediately at 001-578-267-9376x60088 to secure your funds.,128
9ba621fa-1170-4fa0-8bb8-e2dbadc918aa,Phone,This is Officer from XYZ Corp. We've detected a data breach on your device. Please grant us remote access to fix the issue.,123
24a1c454-f995-498d-a3fc-6a6fbfd0a559,Phone,"Hello, you've been selected for a complimentary access of our mobile service. To activate, please enter your personal information.",130
a64f586d-6e0f-424c-91cf-e6e0c5fac413,Phone,Urgent: Your email account has been compromised. Please call us back immediately at +1-704-614-4242x733 to secure your funds.,125
20e76e25-db46-4436-9783-4dde1a4e28ba,Phone,"Hello, you've been selected for a free trial of our bank account. To activate, please enter your personal information.",118
d90eabba-c432-4cda-a41d-7cab743e9f28,Phone,"Hello, you've been selected for a free trial of our bank account. To activate, please enter your full name and date of birth.",125
c9b20e5c-8b74-4560-86a3-a7b826ffe996,Phone,"Emergency: Your personal identity has been compromised. To protect yourself, please provide your personal information.",118
047a69b4-f4c7-4187-9edf-0fb1ce4533ec,Phone,"Hello, you've been selected for a free trial of our email account. To activate, please enter your contact details.",114
2c998c9f-2cc0-43f0-ac86-0af02c26208f,Phone,Hello! We're conducting a survey for new exclusive offers. Your input is valuable. Please answer a few questions to participate.,128
3fe7736d-e438-4fc2-9104-4a67441743ee,Phone,Urgent: Your email account has been compromised. Please call us back immediately at +1-394-293-0124x1124 to secure your funds.,126
760f329f-0da8-40f3-b49d-b25ef4f540e1,Phone,"Dear Amy, there's been unusual activity on your vehicle registration. Please verify your identity by providing your security questions.",135
7ad39fae-065e-4360-ab1c-9985105605d3,Phone,Hello! We're conducting a survey for new financial products. Your input is valuable. Please answer a few questions to participate.,130
54e2b931-7e30-43df-badc-7ad8f219b77d,Phone,"Hello, this is Andrew Schwartz DDS from Vehicle Department. Your mobile service has been flagged for unauthorized access. Please provide your your account details to resolve this.",179
1d890c7d-586f-4a74-a7fd-69e0dfb2ccb9,Phone,"Hello, this is Patrick Joseph from Bank Security. Your vehicle registration has been flagged for compromised security. Please provide your your account details to resolve this.",176
dde0d180-d114-4c45-a6b2-3adb2455ac35,Phone,"Hi, this is Eric Ellis from Verizon. We've detected unauthorized usage on your social media account. Please verify your your account details.",141
1b1bdc3b-2083-477c-b14c-a8776d7fc986,Phone,"Hello, you've been selected for a free trial of our bank account. To activate, please enter your personal information.",118
f0ed2ed8-9cce-49b9-ae5c-e8d10c26861c,Phone,This is Officer from Global Tech. We've detected a data breach on your device. Please grant us administrator privileges to fix the issue.,137
f3cbde37-1ff5-46d3-b059-c50e6aa1dec8,Phone,"Emergency: Your identity has been compromised. To protect yourself, please provide your contact details.",104
73721840-2755-4345-87f5-f7d19e6b4b2d,Phone,Urgent: Your bank account has been compromised. Please call us back immediately at (712)840-6736x935 to secure your funds.,122
39ae0c6f-449d-4cde-91f9-5fb85eae875f,Phone,Hello! We're conducting a survey for new exclusive offers. Your input is valuable. Please answer a few questions to participate.,128
cb353f78-c01f-4d7c-b795-a7e9a7b0d03b,Phone,"Hello, this is John Powers from Bank Security. Your vehicle registration has been flagged for unauthorized access. Please provide your your Social Security Number (SSN) to resolve this.",185
a1a70dcf-7f8f-4620-955f-6d7f153bfee9,Phone,"Hello, this is Andrew Schwartz DDS from IRS. Your mobile service has been flagged for unauthorized access. Please provide your your Social Security Number (SSN) to resolve this.",177
e0dba154-b1b9-4682-bf61-cd90a4dbe360,Phone,"Hello, you've been selected for a free trial of our mobile service. To activate, please enter your personal information.",120
8a60f3f1-dcde-48f4-a0e5-cb5ef27faa38,Phone,"Dear Jesse, there's been unusual activity on your mobile service. Please verify your identity by providing your PIN.",116
c1d6a5be-9e8b-443d-a7cd-e4c1b065dab2,Phone,"Hello, this is Eric Ellis from Bank Security. Your credit card has been flagged for suspicious activity. Please provide your your Social Security Number (SSN) to resolve this.",175
4ff92030-9cf1-4012-ad45-5fa0e4ca5225,Phone,"Emergency: Your personal identity has been compromised. To protect yourself, please provide your contact details.",113
6d5f311a-be52-4148-8693-473fc03d7ac4,Phone,"Dear Hannah, there's been unusual activity on your mobile service. Please verify your identity by providing your security questions.",132
745a0e79-8549-427b-b1cc-13c4dc0b7bc6,Phone,"Hello, this is Olivia Wang DDS from IRS. Your bank account has been flagged for compromised security. Please provide your your account details to resolve this.",159
921c7f3b-87fe-419d-b214-bd21d56a6061,Phone,"Emergency: Your identity has been compromised. To protect yourself, please provide your contact details.",104
cf3d823a-cb76-46d2-a1b3-ce710e7fa649,Phone,"Dear Timothy, there's been unusual activity on your email account. Please verify your identity by providing your PIN.",117
421756c3-0390-4d4b-80c7-68831b4fb531,Phone,This is Officer from ABC Ltd. We've detected a virus infection on your device. Please grant us remote access to fix the issue.,126
7955ba58-d18e-488a-9c19-4d67817a2308,Phone,"Dear Erik, there's been unusual activity on your email account. Please verify your identity by providing your PIN.",114
45fde407-b0f2-4476-9a92-7881027175b8,Phone,"Hello, you've been selected for a free trial of our credit card. To activate, please enter your personal information.",117
d424fed4-c7c0-487e-848e-5def9be3efff,Phone,"Hello, this is Olivia Wang DDS from Tech Support. Your bank account has been flagged for unusual behavior. Please provide your your account details to resolve this.",164
b0de8d3e-b48c-4344-bde6-726045143925,Phone,"Dear Vincent, there's been unusual activity on your email account. Please verify your identity by providing your security questions.",132
d94616b4-1edc-40c3-b1ba-9fb25ac6292c,Phone,"Hi, this is Trevor Campbell from Verizon. We've detected unauthorized usage on your social media account. Please verify your your Social Security Number (SSN).",159
bf298901-30e0-4ae9-9d77-707cb315baae,Phone,Urgent: Your bank account has been compromised. Please call us back immediately at (226)756-4288 to secure your funds.,118
edc5bbc6-e27f-416b-a56a-86ee71b7be5a,Phone,"Emergency: Your personal identity has been compromised. To protect yourself, please provide your personal information.",118
94cc0c19-c872-4466-8f00-df65ef520352,Phone,"Congratulations! You've been selected for a $10,000 gift card. To claim your prize, please confirm your your Social Security Number (SSN).",138
d082a6d2-8ff2-42b4-8c0b-70eac53d958b,Phone,"Attention: Your motorcycle registration is expired. To avoid fines, please call our office with your driver's license number.",125
04172b62-0724-4b3e-af97-cf0623fef7cb,Phone,This is Agent from ABC Ltd. We've detected a unauthorized access on your device. Please grant us administrator privileges to fix the issue.,139
e17ab535-7077-42bd-9057-b67c72ec1638,Phone,"Emergency: Your identity has been compromised. To protect yourself, please provide your full name and date of birth.",116
022fb513-268b-4dcf-853e-3bd3ab716c74,Phone,Urgent: Your bank account has been compromised. Please call us back immediately at 449.562.2559 to secure your funds.,117
503892cd-dfaf-48be-bd06-dd1c73a1dd5f,Phone,"Congratulations! You've been selected for a complimentary voucher. To claim your prize, please confirm your your credit card number.",132
1e82153b-3ec9-439f-94fe-176e16b532d7,Phone,"Congratulations! You've been selected for a free premium subscription. To claim your prize, please confirm your your Social Security Number (SSN).",146
971602dd-f637-4c7a-8149-5b05e94402a9,Phone,"Attention: Your vehicle registration is expired. To avoid fines, please call our office with your vehicle identification number (VIN).",134
bba55170-39a4-4fcc-b0f0-6017b0073149,Phone,"Hello, this is Brandon Trujillo from Bank Security. Your bank account has been flagged for unusual behavior. Please provide your your credit card number to resolve this.",169
ebf966d1-5bda-444e-8c09-7454c9772b72,Phone,Hello! We're conducting a market research for new financial products. Your input is valuable. Please answer a few questions to participate.,139
771caa24-db7c-4c0f-9d80-708ecd28041b,Phone,"Emergency: Your identity has been compromised. To protect yourself, please provide your full name and date of birth.",116
5f36a1ee-fe89-494f-af4a-1e284779b228,Phone,"Hello, this is James Phillips from Tech Support. Your email account has been flagged for compromised security. Please provide your your account details to resolve this.",168
88157933-6155-4c43-8f9e-5a30873ac4a6,Phone,"Hello, you've been selected for a complimentary access of our bank account. To activate, please enter your personal information.",128
3c613cb8-fa40-4870-8504-612143b33085,Phone,"Dear Michele, there's been unusual activity on your mobile service. Please verify your identity by providing your PIN.",118
c36ff807-279c-482c-aba2-110bb4ecf80a,Phone,This is Agent from XYZ Corp. We've detected a unauthorized access on your device. Please grant us remote access to fix the issue.,129
56770df9-e7bd-46a8-ae3c-0e7a6c2c53d9,Phone,"Emergency: Your identity has been compromised. To protect yourself, please provide your full name and date of birth.",116
c1127ffa-a4e4-4e98-a689-11ff82973623,Phone,Urgent: Your email account has been compromised. Please call us back immediately at +1-786-767-8248x634 to secure your funds.,125
69040af0-a082-4762-ab12-66cfc562b480,Phone,Urgent: Your social media account has been compromised. Please call us back immediately at 862.509.0107x95817 to secure your funds.,131
03d1884c-44a7-415e-bf7d-8586005e154d,Phone,Hello! We're conducting a survey for new exclusive offers. Your input is valuable. Please answer a few questions to participate.,128
f2c4d63f-eca3-4e3d-ab37-a06566e75e3f,Phone,"Congratulations! You've been selected for a free premium subscription. To claim your prize, please confirm your your account details.",133
8bd7fe47-7d36-44a7-9a48-b5efb90a0434,Phone,Hello! We're conducting a market research for new financial products. Your input is valuable. Please answer a few questions to participate.,139
ba362877-a619-4775-9b97-721a216634d4,Phone,"Attention: Your car registration is expired. To avoid fines, please call our office with your vehicle identification number (VIN).",130
8e153ccf-f907-4f76-bd5c-0fd644a73226,Phone,Urgent: Your bank account has been compromised. Please call us back immediately at (641)936-4223 to secure your funds.,118
90389f31-d0af-4d13-b10b-7aff7d247689,Phone,Urgent: Your social media account has been compromised. Please call us back immediately at 385-464-1044 to secure your funds.,125
9b8bb078-131e-432a-b98a-bf3eed040ba2,Phone,"Attention: Your car registration is expired. To avoid fines, please call our office with your driver's license number.",118
042922bc-f3e2-4cc1-8998-d11633244b5c,Phone,"Emergency: Your personal identity has been compromised. To protect yourself, please provide your contact details.",113
5d6980e0-808a-4e05-afbc-19bebfa4b636,Phone,"Attention: Your car registration is expired. To avoid fines, please call our office with your vehicle identification number (VIN).",130
ab9d5874-dc52-405f-b878-16a1e8d99063,Phone,"Dear Matthew, there's been unusual activity on your email account. Please verify your identity by providing your security questions.",132
34f7b295-0086-4544-8f32-74dde0206404,Phone,"Hello, this is Timothy Smith from Mobile Provider. Your mobile service has been flagged for suspicious activity. Please provide your your Social Security Number (SSN) to resolve this.",183
4cea19ef-de16-43d8-a4c6-f835c1f9170a,Phone,Hello! We're conducting a survey for new new services. Your input is valuable. Please answer a few questions to participate.,124
62bbc041-3722-467d-a21b-87fbbf83f7a4,Phone,"Congratulations! You've been selected for a complimentary voucher. To claim your prize, please confirm your your account details.",129
748ac2c6-29c9-4fe6-b640-2c13b7737429,Phone,"Hello, this is James Phillips from Vehicle Department. Your credit card has been flagged for compromised security. Please provide your your Social Security Number (SSN) to resolve this.",185
7d1ae5d4-8a53-464e-aed1-d1ae66996284,Phone,"Hello, this is Timothy Smith from Bank Security. Your email account has been flagged for compromised security. Please provide your your credit card number to resolve this.",171
1d8d2866-00a4-4837-a242-b80b5f7ed9b3,Phone,Hello! We're conducting a market research for new financial products. Your input is valuable. Please answer a few questions to participate.,139
ed0cc24a-51bd-4498-bff8-6325e34bca6d,Phone,"Hello, this is Trevor Campbell from Tech Support. Your vehicle registration has been flagged for unusual behavior. Please provide your your account details to resolve this.",172
1f7027ee-bfd7-4e88-bc62-3050ea393dea,Phone,Hello! We're conducting a survey for new new services. Your input is valuable. Please answer a few questions to participate.,124
ab56c176-006f-4140-93fe-e75de60c6a49,Phone,"Hello, this is James Phillips from Tech Support. Your bank account has been flagged for suspicious activity. Please provide your your credit card number to resolve this.",169
532fe973-5eee-4fc6-97c6-8886f00000af,Phone,"Emergency: Your identity has been compromised. To protect yourself, please provide your personal information.",109
14ecbfe3-07f6-4467-b24f-818701e9bd98,Phone,Urgent: Your email account has been compromised. Please call us back immediately at 001-627-586-5306x4262 to secure your funds.,127
cbad99f7-6589-4d29-baca-474cabfb75d4,Phone,Urgent: Your email account has been compromised. Please call us back immediately at 001-260-679-2034 to secure your funds.,122
45a10349-61f5-4924-bf81-86bfcc0ea0b2,Phone,This is Support Specialist from XYZ Corp. We've detected a virus infection on your device. Please grant us administrator privileges to fix the issue.,149
21c09cb6-c03c-4687-9ed8-580972fa2e7a,Phone,"Congratulations! You've been selected for a complimentary voucher. To claim your prize, please confirm your your account details.",129
66f6694f-80df-4165-a10c-7979a19cbe38,Phone,"Congratulations! You've been selected for a $10,000 gift card. To claim your prize, please confirm your your credit card number.",128
dbc99c73-1338-4328-bd36-c77d47e2e88d,Phone,"Emergency: Your identity has been compromised. To protect yourself, please provide your contact details.",104
68a5251d-9d1a-4bcf-a719-c3613250d71c,Phone,"Emergency: Your personal identity has been compromised. To protect yourself, please provide your personal information.",118
8e0a1eaf-cf01-4791-a008-9fb8485f693a,Phone,"Hi, this is James Phillips from AT&T. We've detected unauthorized usage on your email account. Please verify your your credit card number.",138
d40fcdb1-43eb-4de9-8092-6266cd7119ca,Phone,"Hello, you've been selected for a complimentary access of our vehicle registration. To activate, please enter your personal information.",136
28dcb864-46f0-4447-82d9-66027d6c05c7,Phone,"Congratulations! You've been selected for a complimentary voucher. To claim your prize, please confirm your your Social Security Number (SSN).",142
79c36aa3-25b6-4430-bd13-970a7ed51b36,Phone,"Dear Jennifer, there's been unusual activity on your bank account. Please verify your identity by providing your security questions.",132
b7a2b953-784e-4d3d-8469-0b139530ff8c,Phone,Hello! We're conducting a survey for new new services. Your input is valuable. Please answer a few questions to participate.,124
e32e5672-5606-48dc-ad86-1ea0c92c8e37,Phone,"Hello, this is Brandon Trujillo from IRS. Your credit card has been flagged for unusual behavior. Please provide your your account details to resolve this.",155
8f384a71-74a6-4c93-a9fd-5eeea7de4900,Phone,"Attention: Your car registration is expired. To avoid fines, please call our office with your vehicle identification number (VIN).",130
34b71478-d3cc-41df-b18a-df19b83a513e,Phone,Urgent: Your bank account has been compromised. Please call us back immediately at 5377260831 to secure your funds.,115
8d14d0f6-0dbd-477d-8038-cc9550e3ae2f,Phone,"Hi, this is John Powers from T-Mobile. We've detected unauthorized usage on your social media account. Please verify your your Social Security Number (SSN).",156
63e47c26-293f-4db0-af4d-b9f88784f4d3,Phone,"Hello, you've been selected for a free trial of our vehicle registration. To activate, please enter your contact details.",121
5f90f136-1840-4caf-943a-d5e218bb8913,Phone,"Emergency: Your personal identity has been compromised. To protect yourself, please provide your full name and date of birth.",125
7a9dd769-1966-4d76-82d9-5589e3af827c,Phone,"Congratulations! You've been selected for a $10,000 gift card. To claim your prize, please confirm your your credit card number.",128
fb091048-d418-461c-8790-8753b198cb10,Phone,"Congratulations! You've been selected for a free premium subscription. To claim your prize, please confirm your your account details.",133
44f7753f-82f9-4430-92a5-655740438d0c,Phone,"Hi, this is Trevor Campbell from AT&T. We've detected unauthorized usage on your social media account. Please verify your your account details.",143
59e3ea95-8d45-4421-9dca-1ecc55d39fdc,Phone,"Congratulations! You've been selected for a $10,000 gift card. To claim your prize, please confirm your your Social Security Number (SSN).",138
a576161d-501c-499c-b6f4-576c122126bb,Phone,"Attention: Your motorcycle registration is expired. To avoid fines, please call our office with your vehicle identification number (VIN).",137
7eb1ddd1-805b-454c-afe4-4aef0477198e,Phone,"Hello, you've been selected for a free trial of our email account. To activate, please enter your contact details.",114
8f793057-34fb-4618-8617-1065bf1ad01a,Phone,Hello! We're conducting a survey for new new services. Your input is valuable. Please answer a few questions to participate.,124
80325bef-ed15-4941-9613-15da6b782f42,Phone,"Hello, you've been selected for a free trial of our credit card. To activate, please enter your contact details.",112
32ca7b02-d365-4609-ae51-69a8336f6fe6,Phone,"Hi, this is Timothy Smith from AT&T. We've detected unauthorized usage on your email account. Please verify your your Social Security Number (SSN).",147
dfc80953-d83b-42a5-9e02-a338694748ae,Phone,"Congratulations! You've been selected for a free premium subscription. To claim your prize, please confirm your your account details.",133
fd0d8308-37d7-4283-92d5-4158485c28b8,Phone,"Attention: Your vehicle registration is expired. To avoid fines, please call our office with your vehicle identification number (VIN).",134
61bad885-b877-4851-b3a3-cd31c720ebaf,Phone,"Hello, you've been selected for a free trial of our vehicle registration. To activate, please enter your full name and date of birth.",133
1b1a1249-0fd2-4000-a30f-e9d0887a4614,Phone,Hello! We're conducting a survey for new financial products. Your input is valuable. Please answer a few questions to participate.,130
8257a86d-5df3-4f15-95af-8da386e230b6,Phone,"Hello, you've been selected for a free trial of our mobile service. To activate, please enter your full name and date of birth.",127
a65ee4cb-15f6-4072-8739-5b14925db749,Phone,This is Officer from XYZ Corp. We've detected a virus infection on your device. Please grant us remote access to fix the issue.,127
fb13926c-1448-4ad3-9c4c-f27eb6f0a5b6,Phone,"Emergency: Your personal identity has been compromised. To protect yourself, please provide your contact details.",113
5e242ecc-192f-4c3a-a129-ffce0f534415,Phone,"Hi, this is Brandon Trujillo from AT&T. We've detected unauthorized usage on your email account. Please verify your your credit card number.",140
9e6dd1a6-bf0b-4f36-9bde-aad143190679,Phone,"Hello, this is Andrew Schwartz DDS from Vehicle Department. Your bank account has been flagged for unauthorized access. Please provide your your credit card number to resolve this.",180
2c2b8333-15e4-4779-a1d2-34f95b343bab,Phone,"Dear Alan, there's been unusual activity on your mobile service. Please verify your identity by providing your password.",120
3285b0ad-342f-4973-95df-1b49ed519996,Phone,"Hi, this is John Powers from Verizon. We've detected unauthorized usage on your bank account. Please verify your your account details.",134
aea7653d-1c1a-4632-9659-94c3528105ef,Phone,This is Representative from ABC Ltd. We've detected a virus infection on your device. Please grant us remote access to fix the issue.,133
c09d8e6d-3d63-4675-8a51-b7b8c2d4b159,Phone,Hello! We're conducting a market research for new new services. Your input is valuable. Please answer a few questions to participate.,133
5dd3d2e5-1857-4c78-b1b4-34bc7a703886,Phone,"Dear Robert, there's been unusual activity on your bank account. Please verify your identity by providing your security questions.",130
d66aba1d-810f-4414-976d-7c04edef7b84,Phone,"Emergency: Your identity has been compromised. To protect yourself, please provide your contact details.",104
a81d3842-0ad4-4e05-9c68-61c0f13d48cc,Phone,"Dear Daniel, there's been unusual activity on your vehicle registration. Please verify your identity by providing your password.",128
7f5943f8-843d-4b7e-a2f2-4ff3fe7d3955,Phone,"Attention: Your car registration is expired. To avoid fines, please call our office with your vehicle identification number (VIN).",130
1bf13d34-e1b3-46e9-8557-88e9e43b8fdb,Phone,"Hello, this is Olivia Wang DDS from Bank Security. Your bank account has been flagged for unauthorized access. Please provide your your credit card number to resolve this.",171
39a5d4c9-5558-4c68-924a-7ac79f442b41,Phone,"Hi, this is Eric Ellis from Verizon. We've detected unauthorized usage on your bank account. Please verify your your credit card number.",136
1f380918-1a62-46a1-9aac-2d377b451201,Phone,"Dear Kurt, there's been unusual activity on your mobile service. Please verify your identity by providing your PIN.",115
b35a88e5-e195-4c18-9d94-e423de850796,Phone,"Hi, this is Rachel Russo from Verizon. We've detected unauthorized usage on your bank account. Please verify your your credit card number.",138
e2cf2d6b-8b6f-416a-9cc3-a0adb6d5915a,Phone,"Hello, you've been selected for a complimentary access of our credit card. To activate, please enter your contact details.",122
ff1b34b0-3bdd-4aff-b581-e1a2aa10166d,Phone,"Emergency: Your identity has been compromised. To protect yourself, please provide your contact details.",104
297e4deb-418e-4034-a34b-9d3288149a1f,Phone,"Attention: Your vehicle registration is expired. To avoid fines, please call our office with your driver's license number.",122
520d8a91-568d-4942-9484-d64811fff6ca,Phone,"Hello, this is Timothy Smith from Tech Support. Your credit card has been flagged for compromised security. Please provide your your credit card number to resolve this.",168
37a9ecbf-bdb0-40d6-a82a-7aa1bde0d772,Phone,Urgent: Your social media account has been compromised. Please call us back immediately at 001-559-846-4932x326 to secure your funds.,133
51bab0c6-307b-468e-9850-470c27007f53,Phone,"Emergency: Your identity has been compromised. To protect yourself, please provide your personal information.",109
0afa0399-e7c2-4fdc-a10c-99aa8993a0be,Phone,"Hello, you've been selected for a free trial of our bank account. To activate, please enter your full name and date of birth.",125
4ed1b5ff-fd90-4c7c-8b90-71bf639ab51d,Phone,Hello! We're conducting a market research for new new services. Your input is valuable. Please answer a few questions to participate.,133
5051d294-40c5-4634-853c-5c6f315743e7,Phone,"Congratulations! You've been selected for a complimentary voucher. To claim your prize, please confirm your your account details.",129
ef75bc42-9d68-4065-b270-1f3ea7c9009d,Phone,"Hi, this is Trevor Campbell from AT&T. We've detected unauthorized usage on your social media account. Please verify your your Social Security Number (SSN).",156
345504ba-d781-4f28-af6b-e68dc83c6280,Phone,"Congratulations! You've been selected for a $10,000 gift card. To claim your prize, please confirm your your account details.",125
2f00e88a-d4c2-4424-8e44-258fc644d9a9,Phone,"Hi, this is Andrew Schwartz DDS from Verizon. We've detected unauthorized usage on your bank account. Please verify your your Social Security Number (SSN).",155
06c7b17a-bdeb-496c-8ef6-208caf1e6c94,Phone,"Emergency: Your personal identity has been compromised. To protect yourself, please provide your personal information.",118
e23ed0e9-4078-4fe7-b164-fdd121b92d31,Phone,"Dear Mark, there's been unusual activity on your vehicle registration. Please verify your identity by providing your password.",126
d79b5e24-d70e-463e-9e99-f3e03b29fa22,Phone,"Dear Joseph, there's been unusual activity on your vehicle registration. Please verify your identity by providing your password.",128
912e8533-b29e-4543-ba3b-e4298d196180,Phone,This is Representative from ABC Ltd. We've detected a unauthorized access on your device. Please grant us remote access to fix the issue.,137
6b91f1af-a09c-4ed7-9a73-c36c6c7c6237,Phone,"Hello, this is Brandon Trujillo from Tech Support. Your email account has been flagged for unusual behavior. Please provide your your Social Security Number (SSN) to resolve this.",179
6c0b66ee-2b74-46b7-9da8-42fe60e12260,Phone,Hello! We're conducting a survey for new exclusive offers. Your input is valuable. Please answer a few questions to participate.,128
